ticket_id,order_id,ticket_type,ticket_status,csat_rating
822461,113623,Refund request,Resolved,3
822462,116606,Delivery delay,Resolved,5
822463,131031,App issue,Resolved,
822464,135103,Missing item,Open,
822465,127627,App issue,Resolved,5
822466,109445,App issue,Open,1
822467,126046,Payment issue,Resolved,
822468,114458,Refund request,Resolved,2
822469,116639,Damaged item,Resolved,5
822470,128113,App issue,Escalated,
822471,103671,Refund request,Resolved,3
822472,138763,App issue,Resolved,
822473,109850,Refund request,Resolved,
822474,108966,Missing item,Escalated,
822475,128668,Delivery delay,Resolved,
822476,117969,Refund request,Open,1
822477,139083,Delivery delay,Escalated,4
822478,106982,Refund request,Resolved,2
822479,135426,Delivery delay,Resolved,1
822480,127277,Delivery delay,Resolved,4
822481,141002,Damaged item,Escalated,
822482,122268,Missing item,Resolved,
822483,137241,Delivery delay,Resolved,
822484,106421,Damaged item,Resolved,
822485,124970,Payment issue,Resolved,2
822486,114498,Delivery delay,Open,2
822487,134776,Damaged item,Resolved,4
822488,111674,Refund request,Resolved,4
822489,136853,App issue,Open,
822490,132201,App issue,Resolved,1
822491,137670,Delivery delay,Resolved,
822492,135685,App issue,Open,5
822493,135966,Missing item,Resolved,3
822494,123898,Wrong item,Resolved,2
822495,115621,Refund request,Open,1
822496,108623,Damaged item,Resolved,1
822497,105865,Refund request,Resolved,
822498,124575,Wrong item,Open,5
822499,130520,Wrong item,Resolved,3
822500,120584,Missing item,Resolved,3
822501,117028,Payment issue,Escalated,5
822502,109165,App issue,Resolved,5
822503,102694,App issue,Resolved,3
822504,106729,Damaged item,Resolved,3
822505,109199,Delivery delay,Resolved,3
822506,106755,Delivery delay,Resolved,
822507,135437,Refund request,Open,
822508,111186,Delivery delay,Resolved,3
822509,103856,App issue,Resolved,3
822510,118630,Refund request,Resolved,4
822511,127877,Refund request,Resolved,3
822512,119053,Payment issue,Resolved,4
822513,123002,Damaged item,Resolved,
822514,133939,Damaged item,Resolved,3
822515,138638,Delivery delay,Resolved,5
822516,126925,Payment issue,Resolved,1
822517,108663,Missing item,Open,2
822518,137490,Missing item,Resolved,4
822519,109303,Delivery delay,Resolved,3
822520,120525,Wrong item,Resolved,
822521,115872,Refund request,Resolved,1
822522,137956,Delivery delay,Resolved,4
822523,116503,Missing item,Resolved,2
822524,119174,Refund request,Open,
822525,131582,Missing item,Open,4
822526,103472,Missing item,Resolved,5
822527,127316,App issue,Resolved,
822528,141738,Wrong item,Resolved,3
822529,104225,App issue,Resolved,1
822530,108910,Missing item,Resolved,1
822531,115476,Wrong item,Resolved,1
822532,121248,Damaged item,Resolved,4
822533,133596,Wrong item,Open,5
822534,114538,Delivery delay,Resolved,4
822535,108356,Wrong item,Resolved,4
822536,124453,Delivery delay,Resolved,1
822537,123402,Wrong item,Resolved,3
822538,100923,Refund request,Resolved,4
822539,107244,Damaged item,Resolved,
822540,112408,App issue,Resolved,2
822541,125820,Damaged item,Resolved,4
822542,105122,Missing item,Resolved,1
822543,114830,App issue,Resolved,4
822544,104618,Delivery delay,Resolved,3
822545,101719,Wrong item,Resolved,
822546,124598,Delivery delay,Resolved,4
822547,140500,App issue,Resolved,
822548,111154,Delivery delay,Resolved,4
822549,132097,Delivery delay,Open,4
822550,106794,Refund request,Escalated,
822551,101966,Delivery delay,Resolved,4
822552,109003,Damaged item,Open,
822553,106449,Wrong item,Escalated,
822554,136766,App issue,Resolved,1
822555,127693,Delivery delay,Escalated,5
822556,103217,Delivery delay,Open,3
822557,136087,Refund request,Resolved,
822558,110266,Refund request,Resolved,2
822559,113255,Missing item,Resolved,4
822560,103789,Missing item,Resolved,2
822561,115113,App issue,Open,
822562,121295,Delivery delay,Open,1
822563,109653,Delivery delay,Resolved,
822564,114574,Damaged item,Resolved,
822565,123904,Delivery delay,Resolved,3
822566,117475,App issue,Resolved,2
822567,100977,App issue,Resolved,3
822568,106915,Delivery delay,Resolved,5
822569,108832,App issue,Escalated,2
822570,103532,Payment issue,Resolved,5
822571,140551,Payment issue,Resolved,1
822572,100860,Damaged item,Resolved,2
822573,113021,Missing item,Resolved,4
822574,115494,Missing item,Open,4
822575,114884,Missing item,Resolved,
822576,103625,Delivery delay,Resolved,3
822577,114651,Missing item,Open,3
822578,140848,Refund request,Resolved,5
822579,113765,Wrong item,Open,2
822580,135363,App issue,Resolved,3
822581,141790,Delivery delay,Resolved,1
822582,104591,Refund request,Resolved,4
822583,129607,Payment issue,Resolved,2
822584,114240,App issue,Resolved,3
822585,121864,Refund request,Resolved,5
822586,110589,Missing item,Resolved,4
822587,121092,Damaged item,Resolved,5
822588,101847,Delivery delay,Resolved,1
822589,105124,Refund request,Resolved,
822590,107986,Delivery delay,Resolved,2
822591,106293,Payment issue,Resolved,4
822592,140502,App issue,Escalated,5
822593,102316,Missing item,Resolved,1
822594,115445,Wrong item,Resolved,
822595,139423,Payment issue,Resolved,4
822596,135975,App issue,Resolved,5
822597,115704,Delivery delay,Resolved,4
822598,129600,Damaged item,Resolved,4
822599,137223,App issue,Resolved,
822600,130494,Delivery delay,Resolved,2
822601,139998,Refund request,Resolved,2
822602,122721,Damaged item,Resolved,5
822603,130408,Wrong item,Resolved,5
822604,139247,Delivery delay,Resolved,4
822605,118668,Wrong item,Resolved,
822606,106500,Wrong item,Resolved,4
822607,123220,App issue,Resolved,2
822608,121223,Damaged item,Resolved,4
822609,126732,Refund request,Resolved,4
822610,113720,App issue,Resolved,1
822611,113148,Wrong item,Resolved,3
822612,112373,App issue,Resolved,5
822613,128356,Delivery delay,Resolved,5
822614,100454,Missing item,Open,3
822615,135939,Refund request,Resolved,4
822616,129902,Delivery delay,Resolved,5
822617,135777,Delivery delay,Resolved,1
822618,109038,Delivery delay,Resolved,3
822619,105050,Refund request,Resolved,4
822620,115938,Delivery delay,Resolved,4
822621,129025,Wrong item,Escalated,1
822622,110151,Missing item,Resolved,3
822623,130830,Damaged item,Resolved,5
822624,130179,Missing item,Resolved,4
822625,123362,Delivery delay,Open,3
822626,105562,Wrong item,Resolved,5
822627,127575,App issue,Open,
822628,129198,App issue,Resolved,1
822629,110770,Wrong item,Resolved,1
822630,133049,Damaged item,Resolved,
822631,120610,Damaged item,Resolved,3
822632,107785,App issue,Resolved,
822633,125132,App issue,Resolved,
822634,111749,Refund request,Resolved,3
822635,122655,Wrong item,Resolved,
822636,122594,Delivery delay,Resolved,2
822637,128988,Delivery delay,Resolved,4
822638,108986,Damaged item,Resolved,4
822639,133502,Missing item,Resolved,2
822640,108502,Delivery delay,Open,
822641,103137,Damaged item,Resolved,5
822642,127077,Refund request,Open,1
822643,122555,Damaged item,Resolved,
822644,140395,Delivery delay,Resolved,
822645,136446,Wrong item,Resolved,
822646,110377,Refund request,Resolved,4
822647,141368,Delivery delay,Resolved,
822648,113898,Wrong item,Resolved,4
822649,120500,Missing item,Resolved,5
822650,138018,Payment issue,Resolved,
822651,125475,Delivery delay,Resolved,5
822652,118331,Missing item,Open,2
822653,124065,Delivery delay,Resolved,1
822654,108257,Wrong item,Resolved,1
822655,121563,App issue,Open,4
822656,128721,Delivery delay,Resolved,
822657,107084,Damaged item,Resolved,
822658,138265,Refund request,Resolved,4
822659,111576,Delivery delay,Resolved,
822660,103685,Delivery delay,Resolved,3
822661,129178,Refund request,Open,5
822662,136430,Delivery delay,Open,
822663,141745,Missing item,Resolved,1
822664,117238,Refund request,Resolved,4
822665,100425,Delivery delay,Open,1
822666,100350,Damaged item,Open,4
822667,123847,Delivery delay,Resolved,
822668,107276,Delivery delay,Resolved,5
822669,113259,Delivery delay,Resolved,4
822670,134160,Refund request,Open,2
822671,136583,Payment issue,Resolved,3
822672,117993,App issue,Resolved,4
822673,137039,Refund request,Resolved,1
822674,110568,Refund request,Resolved,4
822675,113756,Delivery delay,Resolved,3
822676,130771,Missing item,Resolved,
822677,109682,Delivery delay,Resolved,1
822678,119091,Delivery delay,Resolved,5
822679,140767,Refund request,Resolved,4
822680,127192,Payment issue,Resolved,3
822681,110825,Refund request,Open,
822682,127727,Refund request,Resolved,1
822683,107079,Payment issue,Resolved,4
822684,112987,Refund request,Resolved,5
822685,130819,Delivery delay,Resolved,2
822686,126777,Refund request,Resolved,4
822687,119464,App issue,Resolved,4
822688,132649,Missing item,Resolved,
822689,107298,Delivery delay,Resolved,4
822690,107948,Delivery delay,Open,4
822691,103923,Delivery delay,Resolved,
822692,117162,Damaged item,Resolved,1
822693,113854,Damaged item,Resolved,
822694,119925,Damaged item,Resolved,1
822695,101402,Delivery delay,Escalated,3
822696,131706,App issue,Resolved,2
822697,108504,Payment issue,Resolved,5
822698,130087,App issue,Open,
822699,118980,Wrong item,Resolved,2
822700,124935,Refund request,Resolved,1
822701,104211,Delivery delay,Resolved,
822702,122667,Delivery delay,Resolved,1
822703,117162,App issue,Resolved,2
822704,139971,Delivery delay,Resolved,
822705,118179,Delivery delay,Resolved,2
822706,131115,Refund request,Resolved,3
822707,117324,Damaged item,Resolved,2
822708,130676,Delivery delay,Resolved,4
822709,112524,App issue,Open,4
822710,107309,Delivery delay,Resolved,4
822711,116275,Refund request,Resolved,4
822712,139236,Refund request,Resolved,1
822713,132578,Missing item,Resolved,4
822714,109373,Delivery delay,Resolved,2
822715,106620,Refund request,Resolved,3
822716,133493,Delivery delay,Resolved,5
822717,128715,Delivery delay,Resolved,4
822718,131960,Damaged item,Resolved,4
822719,104389,Damaged item,Resolved,
822720,112188,Missing item,Resolved,4
822721,140867,Refund request,Resolved,5
822722,116423,Delivery delay,Resolved,3
822723,105382,App issue,Resolved,5
822724,104064,Damaged item,Resolved,3
822725,126394,Wrong item,Resolved,3
822726,116574,Refund request,Resolved,1
822727,107307,Refund request,Open,
822728,131276,Delivery delay,Resolved,5
822729,113340,Refund request,Open,1
822730,124786,Damaged item,Resolved,2
822731,112076,Payment issue,Resolved,5
822732,125021,App issue,Resolved,1
822733,113367,Refund request,Resolved,2
822734,113747,App issue,Resolved,4
822735,107059,Payment issue,Resolved,5
822736,127677,Missing item,Resolved,2
822737,135108,Delivery delay,Resolved,
822738,116526,Wrong item,Resolved,4
822739,131354,App issue,Resolved,
822740,115645,Refund request,Open,
822741,112608,Missing item,Open,
822742,139502,Wrong item,Resolved,5
822743,132658,Wrong item,Resolved,3
822744,134582,Delivery delay,Resolved,5
822745,116106,App issue,Resolved,4
822746,130471,Damaged item,Resolved,2
822747,137270,Delivery delay,Resolved,2
822748,122140,App issue,Open,
822749,140916,App issue,Resolved,2
822750,111429,Damaged item,Resolved,3
822751,127379,Delivery delay,Resolved,5
822752,136994,Missing item,Resolved,
822753,112720,Refund request,Resolved,
822754,136529,Wrong item,Resolved,5
822755,127676,Refund request,Resolved,3
822756,103725,Missing item,Resolved,5
822757,133217,Refund request,Resolved,
822758,131686,App issue,Resolved,2
822759,121661,Missing item,Resolved,4
822760,105543,Delivery delay,Resolved,
822761,135569,Wrong item,Resolved,3
822762,139440,Refund request,Resolved,1
822763,128726,Delivery delay,Resolved,
822764,118883,App issue,Resolved,5
822765,124731,Damaged item,Resolved,4
822766,110571,Payment issue,Open,3
822767,107725,Payment issue,Resolved,2
822768,125997,Wrong item,Resolved,3
822769,120558,Wrong item,Resolved,2
822770,139329,Payment issue,Resolved,
822771,137032,App issue,Resolved,1
822772,126276,Payment issue,Resolved,5
822773,113414,Delivery delay,Resolved,2
822774,102741,Damaged item,Resolved,1
822775,127867,Refund request,Resolved,1
822776,123472,App issue,Resolved,
822777,137191,App issue,Resolved,5
822778,121404,Refund request,Resolved,2
822779,140414,Delivery delay,Resolved,1
822780,104243,Delivery delay,Resolved,2
822781,117250,Delivery delay,Resolved,5
822782,103635,Refund request,Resolved,4
822783,132836,Wrong item,Escalated,3
822784,133611,Missing item,Open,2
822785,114199,Delivery delay,Resolved,3
822786,105476,Wrong item,Open,2
822787,101830,Missing item,Resolved,3
822788,124660,Refund request,Resolved,
822789,141675,Wrong item,Open,1
822790,111445,Missing item,Resolved,
822791,135853,Refund request,Resolved,2
822792,100489,Damaged item,Resolved,1
822793,108471,Wrong item,Open,2
822794,103722,Payment issue,Open,4
822795,134167,Refund request,Resolved,
822796,139207,Missing item,Resolved,4
822797,131595,Delivery delay,Resolved,3
822798,108140,Wrong item,Resolved,
822799,107655,App issue,Escalated,5
822800,115324,App issue,Resolved,3
822801,139816,Delivery delay,Resolved,3
822802,106379,Refund request,Resolved,
822803,134508,Refund request,Resolved,5
822804,138177,Damaged item,Resolved,4
822805,131482,Missing item,Resolved,5
822806,103977,Refund request,Resolved,5
822807,108727,Damaged item,Escalated,2
822808,119661,Payment issue,Resolved,5
822809,112487,Missing item,Escalated,5
822810,127378,Payment issue,Resolved,3
822811,115181,Refund request,Resolved,5
822812,122139,Delivery delay,Resolved,4
822813,110690,Damaged item,Resolved,
822814,122307,Refund request,Resolved,1
822815,116118,Refund request,Resolved,1
822816,130330,App issue,Resolved,2
822817,140375,Damaged item,Resolved,2
822818,137708,App issue,Resolved,
822819,101086,Payment issue,Resolved,
822820,115492,Damaged item,Resolved,3
822821,127161,Delivery delay,Resolved,3
822822,131321,Wrong item,Resolved,
822823,127104,App issue,Resolved,5
822824,123127,Payment issue,Resolved,5
822825,106399,Wrong item,Resolved,3
822826,132015,Damaged item,Resolved,2
822827,110744,Payment issue,Resolved,5
822828,129385,Missing item,Resolved,5
822829,133607,Delivery delay,Open,3
822830,136791,Wrong item,Open,3
822831,101232,App issue,Resolved,2
822832,117427,Delivery delay,Resolved,3
822833,106931,App issue,Resolved,1
822834,137176,Delivery delay,Open,2
822835,129299,Delivery delay,Resolved,5
822836,140377,Damaged item,Resolved,4
822837,116357,Delivery delay,Resolved,3
822838,133260,Wrong item,Resolved,3
822839,130732,Refund request,Open,1
822840,135064,Refund request,Resolved,3
822841,102601,Damaged item,Resolved,1
822842,126747,Delivery delay,Resolved,5
822843,132847,Refund request,Resolved,1
822844,127299,Delivery delay,Resolved,4
822845,129066,Delivery delay,Resolved,
822846,121714,Missing item,Resolved,5
822847,138261,Damaged item,Resolved,3
822848,136637,App issue,Resolved,
822849,122791,Delivery delay,Resolved,1
822850,100017,Payment issue,Resolved,4
822851,112571,Delivery delay,Resolved,3
822852,121126,Refund request,Resolved,3
822853,119819,App issue,Resolved,3
822854,113570,Missing item,Resolved,
822855,122574,Refund request,Resolved,5
822856,132393,Wrong item,Resolved,
822857,135492,Refund request,Resolved,
822858,117924,Delivery delay,Resolved,
822859,109391,Delivery delay,Resolved,1
822860,131734,App issue,Resolved,4
822861,130074,Missing item,Resolved,5
822862,127959,App issue,Resolved,5
822863,102404,Missing item,Resolved,
822864,140259,Delivery delay,Open,4
822865,135099,Delivery delay,Resolved,5
822866,123750,Delivery delay,Resolved,2
822867,123716,Refund request,Resolved,1
822868,129600,Refund request,Resolved,1
822869,140792,Delivery delay,Resolved,4
822870,101973,Damaged item,Resolved,5
822871,114731,Delivery delay,Escalated,5
822872,114385,Missing item,Resolved,5
822873,120156,Missing item,Resolved,
822874,117362,App issue,Resolved,5
822875,140331,Wrong item,Resolved,1
822876,101600,Refund request,Resolved,4
822877,130954,App issue,Resolved,4
822878,132104,App issue,Open,5
822879,129718,Refund request,Resolved,2
822880,114244,Damaged item,Escalated,1
822881,137168,App issue,Resolved,5
822882,106414,Delivery delay,Resolved,
822883,115521,Payment issue,Resolved,3
822884,127914,Missing item,Resolved,5
822885,103571,Missing item,Resolved,3
822886,141931,Damaged item,Resolved,1
822887,107000,Missing item,Resolved,1
822888,121311,Payment issue,Resolved,4
822889,125451,Delivery delay,Resolved,4
822890,134756,Damaged item,Resolved,1
822891,118899,Damaged item,Resolved,
822892,118024,Delivery delay,Resolved,2
822893,132195,App issue,Resolved,3
822894,120918,Wrong item,Open,3
822895,135251,Refund request,Resolved,
822896,129855,App issue,Resolved,2
822897,118573,Damaged item,Resolved,
822898,109979,Missing item,Resolved,2
822899,116600,Refund request,Resolved,2
822900,118330,Refund request,Resolved,1
822901,137395,Refund request,Resolved,
822902,133931,Payment issue,Open,4
822903,136809,Delivery delay,Open,4
822904,120521,Damaged item,Resolved,5
822905,121904,Wrong item,Resolved,4
822906,117704,Delivery delay,Resolved,1
822907,109086,App issue,Resolved,1
822908,129070,Delivery delay,Resolved,5
822909,137412,App issue,Resolved,
822910,141795,Refund request,Open,2
822911,109011,Delivery delay,Resolved,1
822912,109822,Delivery delay,Resolved,4
822913,130937,Missing item,Resolved,4
822914,133649,Delivery delay,Escalated,5
822915,123611,Damaged item,Escalated,5
822916,127287,Delivery delay,Resolved,1
822917,114378,App issue,Resolved,1
822918,126316,Missing item,Resolved,2
822919,132010,App issue,Resolved,2
822920,126584,App issue,Escalated,3
822921,118369,Damaged item,Resolved,2
822922,132601,Refund request,Resolved,4
822923,120256,Delivery delay,Resolved,4
822924,130530,Delivery delay,Resolved,5
822925,122450,Refund request,Resolved,1
822926,124005,App issue,Resolved,5
822927,105259,Delivery delay,Resolved,3
822928,137671,Delivery delay,Open,1
822929,139982,Delivery delay,Resolved,
822930,114098,App issue,Open,
822931,114569,Damaged item,Resolved,4
822932,119135,App issue,Resolved,5
822933,126807,Payment issue,Escalated,2
822934,133328,Missing item,Open,4
822935,117891,Payment issue,Resolved,2
822936,101217,App issue,Open,5
822937,121648,App issue,Resolved,5
822938,139381,Wrong item,Resolved,5
822939,135166,Delivery delay,Resolved,4
822940,136496,Payment issue,Open,3
822941,118323,App issue,Resolved,4
822942,120368,Damaged item,Resolved,2
822943,103560,Damaged item,Escalated,3
822944,141880,Wrong item,Resolved,5
822945,106211,Wrong item,Resolved,
822946,127845,Payment issue,Resolved,1
822947,120678,Wrong item,Resolved,1
822948,138174,Delivery delay,Resolved,
822949,137899,App issue,Resolved,
822950,134282,App issue,Open,
822951,102894,Delivery delay,Resolved,3
822952,137652,Delivery delay,Escalated,3
822953,117101,Delivery delay,Open,5
822954,113536,App issue,Resolved,1
822955,130176,App issue,Open,4
822956,133430,Delivery delay,Resolved,2
822957,101174,Wrong item,Resolved,2
822958,128798,Payment issue,Escalated,2
822959,122158,Wrong item,Resolved,2
822960,105531,Damaged item,Open,3
822961,104464,App issue,Resolved,5
822962,107614,Missing item,Resolved,5
822963,122221,Missing item,Resolved,4
822964,110891,Refund request,Resolved,
822965,135813,Delivery delay,Open,
822966,140066,Payment issue,Resolved,5
822967,138368,Payment issue,Resolved,4
822968,124069,Wrong item,Resolved,
822969,116115,Refund request,Resolved,
822970,100095,Payment issue,Escalated,1
822971,103583,Refund request,Escalated,2
822972,112498,Delivery delay,Resolved,2
822973,109017,App issue,Resolved,3
822974,109868,Delivery delay,Resolved,2
822975,125710,App issue,Open,
822976,124026,Refund request,Resolved,5
822977,139765,Wrong item,Resolved,
822978,109597,Damaged item,Resolved,3
822979,118324,Refund request,Resolved,2
822980,106203,App issue,Resolved,
822981,128314,Missing item,Resolved,4
822982,105085,Delivery delay,Escalated,3
822983,109272,Wrong item,Resolved,4
822984,110158,Refund request,Resolved,1
822985,119215,Missing item,Resolved,5
822986,122059,Damaged item,Resolved,1
822987,113722,Delivery delay,Resolved,1
822988,138603,Delivery delay,Resolved,
822989,137685,Delivery delay,Resolved,3
822990,140475,Delivery delay,Resolved,2
822991,109034,Delivery delay,Resolved,3
822992,129392,App issue,Resolved,5
822993,132850,Refund request,Resolved,4
822994,130000,Payment issue,Escalated,3
822995,132587,Refund request,Resolved,2
822996,127994,Delivery delay,Resolved,3
822997,114727,App issue,Escalated,4
822998,104751,Missing item,Escalated,
822999,129160,Wrong item,Resolved,2
823000,130897,Wrong item,Open,3
823001,131073,Refund request,Resolved,
823002,110202,Delivery delay,Open,
823003,136938,Refund request,Resolved,1
823004,113728,Wrong item,Resolved,1
823005,135962,Delivery delay,Resolved,3
823006,116307,Delivery delay,Escalated,3
823007,130623,Delivery delay,Resolved,2
823008,130033,Refund request,Resolved,1
823009,118267,Missing item,Resolved,2
823010,139173,Wrong item,Resolved,4
823011,124141,Delivery delay,Resolved,2
823012,124349,Refund request,Resolved,
823013,102421,Missing item,Resolved,5
823014,139108,Wrong item,Open,3
823015,111723,Wrong item,Resolved,3
823016,126870,App issue,Escalated,3
823017,103526,App issue,Resolved,2
823018,124634,App issue,Resolved,3
823019,137966,Refund request,Open,
823020,112258,Refund request,Resolved,1
823021,127098,Missing item,Resolved,1
823022,112645,Wrong item,Resolved,
823023,129162,Damaged item,Resolved,5
823024,104943,Refund request,Resolved,1
823025,134018,Wrong item,Resolved,3
823026,140508,Delivery delay,Open,4
823027,108830,Refund request,Resolved,2
823028,103215,Refund request,Resolved,1
823029,111315,Wrong item,Resolved,4
823030,114132,Missing item,Resolved,4
823031,137283,Delivery delay,Resolved,3
823032,103181,Delivery delay,Resolved,
823033,121791,Missing item,Resolved,5
823034,124342,Damaged item,Resolved,1
823035,122491,App issue,Resolved,3
823036,108336,Refund request,Resolved,5
823037,137174,Damaged item,Resolved,
823038,133580,Refund request,Open,5
823039,116625,Delivery delay,Resolved,
823040,105236,App issue,Resolved,
823041,134707,Refund request,Resolved,
823042,100619,Refund request,Open,2
823043,101794,Refund request,Resolved,4
823044,139282,Delivery delay,Resolved,5
823045,102711,Refund request,Resolved,1
823046,107494,Damaged item,Resolved,3
823047,136647,Damaged item,Resolved,4
823048,132317,Missing item,Resolved,2
823049,117359,Missing item,Resolved,2
823050,137306,Delivery delay,Resolved,
823051,125539,Missing item,Resolved,
823052,129639,Payment issue,Open,2
823053,128589,Delivery delay,Resolved,3
823054,110361,Payment issue,Resolved,
823055,117152,Missing item,Open,
823056,111890,Missing item,Resolved,
823057,102246,App issue,Resolved,4
823058,138140,Wrong item,Resolved,1
823059,118644,Wrong item,Resolved,5
823060,115965,Delivery delay,Resolved,
823061,114765,Delivery delay,Escalated,3
823062,131630,App issue,Resolved,5
823063,119539,Delivery delay,Resolved,2
823064,141688,Missing item,Resolved,5
823065,115916,Payment issue,Open,2
823066,109571,App issue,Resolved,5
823067,126169,Payment issue,Open,
823068,107642,Damaged item,Resolved,4
823069,126251,Wrong item,Resolved,5
823070,130165,App issue,Resolved,4
823071,126207,Delivery delay,Resolved,1
823072,119749,Delivery delay,Resolved,2
823073,111801,App issue,Resolved,4
823074,139946,App issue,Resolved,1
823075,120533,Delivery delay,Resolved,
823076,118289,Refund request,Resolved,3
823077,110328,Refund request,Resolved,3
823078,118872,Delivery delay,Resolved,
823079,103595,Damaged item,Resolved,
823080,134060,Missing item,Resolved,
823081,125704,Missing item,Open,1
823082,104667,Refund request,Resolved,4
823083,106659,Missing item,Resolved,4
823084,134005,Refund request,Resolved,2
823085,141711,Delivery delay,Open,3
823086,100799,Delivery delay,Resolved,5
823087,121577,App issue,Resolved,1
823088,136193,Delivery delay,Resolved,3
823089,115226,Delivery delay,Resolved,2
823090,138810,Missing item,Open,3
823091,105358,Delivery delay,Resolved,3
823092,104371,Delivery delay,Resolved,5
823093,121245,Delivery delay,Open,
823094,131047,Wrong item,Open,1
823095,138506,Delivery delay,Resolved,
823096,123555,App issue,Open,
823097,138055,Refund request,Resolved,3
823098,119825,Refund request,Resolved,
823099,103947,Refund request,Resolved,3
823100,109685,Payment issue,Resolved,4
823101,118150,Delivery delay,Resolved,2
823102,124017,Missing item,Resolved,4
823103,102465,Wrong item,Resolved,2
823104,108396,Wrong item,Resolved,3
823105,109858,Wrong item,Resolved,
823106,108727,Payment issue,Resolved,4
823107,132971,Damaged item,Open,
823108,106526,Missing item,Resolved,
823109,108802,Missing item,Open,3
823110,110691,Missing item,Resolved,5
823111,107105,Refund request,Resolved,2
823112,113223,Delivery delay,Open,
823113,109920,Wrong item,Open,
823114,123452,Delivery delay,Resolved,
823115,105727,Refund request,Resolved,5
823116,141960,Delivery delay,Resolved,
823117,128271,Wrong item,Resolved,
823118,138154,Damaged item,Resolved,2
823119,108096,App issue,Resolved,4
823120,123627,Refund request,Resolved,2
823121,116638,Damaged item,Open,4
823122,121097,Delivery delay,Open,1
823123,120407,Delivery delay,Resolved,4
823124,121001,Refund request,Resolved,
823125,104602,Delivery delay,Resolved,
823126,120564,App issue,Resolved,5
823127,119076,Delivery delay,Resolved,
823128,114503,Missing item,Resolved,2
823129,132664,Delivery delay,Resolved,5
823130,141420,App issue,Open,3
823131,133256,Delivery delay,Escalated,5
823132,133926,Wrong item,Resolved,
823133,117740,Delivery delay,Resolved,5
823134,118933,Refund request,Resolved,3
823135,135306,Refund request,Resolved,2
823136,124063,App issue,Open,5
823137,130220,App issue,Resolved,4
823138,106347,Refund request,Resolved,
823139,122272,App issue,Resolved,2
823140,125299,Wrong item,Resolved,5
823141,137810,Delivery delay,Resolved,4
823142,110900,Refund request,Resolved,3
823143,101566,Wrong item,Resolved,4
823144,140379,Refund request,Resolved,5
823145,120804,Refund request,Resolved,3
823146,126332,Wrong item,Resolved,1
823147,106686,Delivery delay,Open,
823148,118838,Refund request,Open,3
823149,113051,Delivery delay,Open,3
823150,131621,Missing item,Resolved,5
823151,111313,Payment issue,Resolved,1
823152,117131,Refund request,Resolved,5
823153,103932,Delivery delay,Resolved,4
823154,134080,Missing item,Resolved,
823155,128817,Damaged item,Resolved,3
823156,133074,Delivery delay,Resolved,5
823157,107922,Damaged item,Resolved,
823158,105921,App issue,Open,4
823159,101195,Delivery delay,Open,5
823160,117269,Damaged item,Resolved,2
823161,110789,App issue,Resolved,2
823162,132981,Wrong item,Resolved,3
823163,120407,Payment issue,Resolved,
823164,117970,Payment issue,Escalated,
823165,133042,Missing item,Escalated,2
823166,135863,Damaged item,Resolved,4
823167,140182,Wrong item,Resolved,1
823168,112797,App issue,Resolved,2
823169,114286,Missing item,Resolved,
823170,130747,App issue,Resolved,2
823171,115184,App issue,Resolved,5
823172,126492,Damaged item,Resolved,2
823173,102783,Payment issue,Resolved,5
823174,124799,Missing item,Resolved,3
823175,119579,Delivery delay,Resolved,5
823176,119628,Delivery delay,Escalated,4
823177,101482,App issue,Open,3
823178,113629,Delivery delay,Resolved,
823179,113944,Wrong item,Resolved,5
823180,116981,Refund request,Resolved,1
823181,139576,Delivery delay,Escalated,1
823182,118518,Damaged item,Escalated,
823183,109010,Wrong item,Resolved,2
823184,103219,Delivery delay,Resolved,2
823185,118312,Payment issue,Resolved,4
823186,112566,Delivery delay,Resolved,
823187,116558,Refund request,Resolved,
823188,136325,App issue,Resolved,1
823189,129797,Payment issue,Resolved,2
823190,118121,Payment issue,Resolved,2
823191,122872,App issue,Resolved,3
823192,138167,Delivery delay,Resolved,
823193,135827,Damaged item,Resolved,1
823194,135160,Refund request,Resolved,
823195,120745,Damaged item,Resolved,4
823196,114776,Delivery delay,Resolved,2
823197,108064,Payment issue,Resolved,3
823198,109682,Delivery delay,Resolved,
823199,133954,Wrong item,Resolved,3
823200,117105,Damaged item,Resolved,
823201,141993,Damaged item,Resolved,3
823202,111019,Payment issue,Resolved,1
823203,103614,Delivery delay,Resolved,1
823204,104881,Refund request,Escalated,2
823205,116350,App issue,Escalated,2
823206,130691,Delivery delay,Resolved,1
823207,115179,App issue,Resolved,2
823208,109026,App issue,Resolved,2
823209,112426,Delivery delay,Resolved,4
823210,124295,Refund request,Resolved,
823211,140896,Refund request,Open,3
823212,125471,Refund request,Resolved,2
823213,128486,Refund request,Resolved,2
823214,111735,Payment issue,Resolved,2
823215,138123,App issue,Resolved,2
823216,113057,Wrong item,Resolved,3
823217,117515,Refund request,Resolved,5
823218,141770,Wrong item,Resolved,3
823219,124028,Refund request,Resolved,2
823220,126884,Damaged item,Resolved,4
823221,115113,Damaged item,Resolved,5
823222,119567,Payment issue,Resolved,3
823223,105798,Wrong item,Open,5
823224,125399,Delivery delay,Resolved,3
823225,136443,Refund request,Escalated,3
823226,135511,Wrong item,Resolved,3
823227,116593,Payment issue,Resolved,5
823228,115028,Delivery delay,Open,5
823229,105757,Wrong item,Resolved,3
