return_id,order_id,return_reason,refund_amount,return_status
902105,136431,Damaged item,126.98,Approved
902106,130598,Quality issue,493.17,Approved
902107,118147,Damaged item,490.2,Approved
902108,101375,Missing item,163.04,Approved
902109,129843,Damaged item,313.1,Approved
902110,111609,Quality issue,293.28,Rejected
902111,102104,Wrong item,544.37,Approved
902112,132196,Missing item,369.66,Approved
902113,111518,Damaged item,319.19,Approved
902114,112753,Quality issue,468.19,Approved
902115,136945,Quality issue,128.83,Approved
902116,119771,Quality issue,572.34,Approved
902117,105361,Missing item,41.52,Approved
902118,108919,Wrong item,518.64,Approved
902119,109572,Missing item,592.31,Approved
902120,138960,Quality issue,479.4,Approved
902121,102219,Wrong item,166.61,Approved
902122,119588,Quality issue,437.35,Approved
902123,129383,Late delivery,424.7,Rejected
902124,106914,Missing item,88.21,Approved
902125,117012,Changed mind,593.79,Approved
902126,116224,Damaged item,55.23,Approved
902127,135361,Quality issue,362.99,Approved
902128,104931,Wrong item,172.54,Approved
902129,131218,Wrong item,130.26,Rejected
902130,134224,Quality issue,551.74,Approved
902131,137721,Changed mind,204.22,Approved
902132,111141,Wrong item,405.42,Approved
902133,116567,Damaged item,201.8,Approved
902134,109135,Quality issue,267.91,Approved
902135,116096,Missing item,80.67,Approved
902136,115767,Damaged item,238.12,Approved
902137,124291,Damaged item,417.37,Approved
902138,134612,Damaged item,309.93,Approved
902139,107959,Missing item,546.24,Approved
902140,140996,Damaged item,544.63,Approved
902141,137066,Changed mind,194.26,Approved
902142,135659,Quality issue,358.54,Approved
902143,107499,Wrong item,491.76,Approved
902144,135396,Late delivery,483.23,Approved
902145,133744,Damaged item,529.35,Approved
902146,122819,Quality issue,450.68,Approved
902147,104619,Wrong item,594.89,Approved
902148,104002,Damaged item,168.75,Approved
902149,128070,Late delivery,295.67,Approved
902150,123297,Wrong item,366.05,Approved
902151,135676,Missing item,312.07,Approved
902152,116209,Quality issue,438.46,Rejected
902153,136139,Quality issue,393.08,Approved
902154,108570,Damaged item,425.97,Approved
902155,124877,Late delivery,51.39,Approved
902156,140253,Late delivery,307.65,Approved
902157,111977,Damaged item,564.61,Approved
902158,117041,Damaged item,400.36,Approved
902159,115912,Quality issue,445.58,Approved
902160,123121,Missing item,301.24,Approved
902161,131144,Late delivery,247.75,Approved
902162,100354,Damaged item,227.71,Approved
902163,104882,Quality issue,141.94,Approved
902164,127002,Damaged item,495.86,Approved
902165,103650,Damaged item,253.51,Approved
902166,125348,Damaged item,133.84,Approved
902167,102273,Late delivery,303.43,Approved
902168,110317,Damaged item,461.92,Approved
902169,104120,Late delivery,271.86,Approved
902170,128770,Late delivery,254.33,Approved
902171,119596,Damaged item,418.18,Approved
902172,116297,Wrong item,40.03,Approved
902173,133636,Late delivery,526.5,Approved
902174,103013,Quality issue,63.33,Approved
902175,126177,Late delivery,415.08,Approved
902176,113279,Damaged item,334.3,Approved
902177,120341,Late delivery,264.17,Approved
902178,115179,Wrong item,265.39,Approved
902179,109312,Damaged item,134.9,Approved
902180,133500,Late delivery,127.62,Approved
902181,127210,Quality issue,84.76,Approved
902182,111269,Wrong item,525.39,Approved
902183,104989,Damaged item,147.22,Approved
902184,117847,Damaged item,329.01,Approved
902185,124348,Damaged item,50.38,Approved
902186,120092,Quality issue,567.88,Approved
902187,111353,Late delivery,177.12,Approved
902188,135495,Late delivery,313.8,Approved
902189,137491,Quality issue,377.73,Approved
902190,131514,Changed mind,118.91,Approved
902191,137331,Quality issue,451.96,Approved
902192,135607,Quality issue,159.15,Approved
902193,115461,Wrong item,526.79,Approved
902194,138396,Damaged item,148.23,Approved
902195,120048,Changed mind,232.52,Approved
902196,124005,Missing item,443.29,Approved
902197,108126,Damaged item,583.21,Approved
902198,121596,Wrong item,115.53,Approved
902199,140822,Changed mind,310.94,Approved
902200,112100,Changed mind,393.87,Approved
902201,109423,Damaged item,562.39,Rejected
902202,130518,Wrong item,281.94,Approved
902203,116427,Damaged item,94.25,Approved
902204,110337,Changed mind,111.52,Rejected
902205,128722,Changed mind,296.77,Approved
902206,103216,Wrong item,367.3,Approved
902207,119492,Late delivery,92.03,Approved
902208,118204,Damaged item,258.89,Approved
902209,127527,Damaged item,128.04,Approved
902210,117020,Quality issue,120.66,Approved
902211,140478,Damaged item,339.18,Rejected
902212,123193,Late delivery,286.56,Approved
902213,121948,Quality issue,180.64,Approved
902214,141859,Quality issue,342.3,Approved
902215,118180,Quality issue,398.79,Approved
902216,132094,Late delivery,457.05,Approved
902217,107449,Late delivery,312.32,Approved
902218,134272,Missing item,384.3,Approved
902219,134535,Wrong item,83.39,Approved
902220,105949,Missing item,141.58,Rejected
902221,102644,Late delivery,375.34,Approved
902222,111105,Wrong item,87.01,Approved
902223,112807,Wrong item,526.78,Approved
902224,106230,Damaged item,444.65,Approved
902225,113506,Wrong item,179.63,Approved
902226,127260,Late delivery,467.46,Approved
902227,117268,Late delivery,316.34,Approved
902228,133804,Missing item,120.3,Approved
902229,124713,Damaged item,419.12,Approved
902230,113825,Quality issue,191.96,Approved
902231,111077,Quality issue,363.41,Approved
902232,113773,Quality issue,163.21,Approved
902233,131369,Late delivery,89.61,Approved
902234,124885,Missing item,85.19,Approved
902235,115503,Wrong item,111.79,Approved
902236,120827,Late delivery,312.24,Approved
902237,140250,Damaged item,541.77,Approved
902238,116231,Damaged item,443.07,Approved
902239,110018,Changed mind,544.49,Approved
902240,130532,Quality issue,150.47,Approved
902241,121392,Quality issue,242.2,Approved
902242,128165,Wrong item,490.61,Rejected
902243,109057,Wrong item,590.74,Approved
902244,101177,Quality issue,286.35,Approved
902245,120740,Late delivery,114.8,Rejected
902246,108139,Quality issue,182.02,Approved
902247,101815,Wrong item,235.41,Approved
902248,112776,Wrong item,333.88,Approved
902249,139826,Damaged item,345.27,Approved
902250,131890,Changed mind,260.58,Approved
902251,105430,Damaged item,133.32,Approved
902252,125121,Late delivery,204.31,Approved
902253,134982,Changed mind,423.76,Approved
902254,101468,Quality issue,161.67,Approved
902255,131640,Quality issue,501.54,Approved
902256,116009,Damaged item,502.08,Approved
902257,135871,Changed mind,492.35,Approved
902258,137168,Changed mind,562.52,Approved
902259,120058,Missing item,131.77,Approved
902260,106148,Damaged item,228.93,Approved
902261,100092,Damaged item,504.94,Approved
902262,138622,Damaged item,174.8,Approved
902263,107842,Damaged item,129.49,Approved
902264,133821,Changed mind,122.7,Approved
902265,115348,Damaged item,320.34,Approved
902266,126599,Late delivery,262.88,Approved
902267,101429,Missing item,543.17,Approved
902268,104248,Late delivery,44.95,Approved
902269,116043,Late delivery,170.61,Approved
902270,137307,Missing item,556.4,Approved
902271,141202,Quality issue,538.92,Approved
902272,141839,Wrong item,153.77,Approved
902273,110689,Damaged item,380.91,Approved
902274,129408,Late delivery,344.25,Approved
902275,126788,Quality issue,322.75,Approved
902276,136537,Quality issue,550.32,Approved
902277,135586,Late delivery,177.58,Approved
902278,121233,Damaged item,217.9,Approved
902279,113913,Damaged item,275.7,Approved
902280,112646,Late delivery,267.73,Approved
902281,112096,Wrong item,477.09,Approved
902282,112134,Quality issue,550.98,Approved
902283,133484,Changed mind,553.55,Approved
902284,106022,Late delivery,120.39,Approved
902285,112904,Quality issue,577.66,Approved
902286,113123,Damaged item,47.84,Approved
902287,131389,Late delivery,281.45,Approved
902288,128746,Damaged item,584.05,Approved
902289,126748,Late delivery,259.88,Approved
902290,140952,Late delivery,506.5,Approved
902291,117065,Missing item,337.26,Approved
902292,115357,Missing item,199.82,Approved
902293,120241,Damaged item,383.48,Approved
902294,135770,Changed mind,445.08,Rejected
902295,136985,Quality issue,541.21,Rejected
902296,116629,Quality issue,295.86,Approved
902297,111503,Changed mind,93.3,Approved
902298,112177,Damaged item,554.8,Approved
902299,135096,Changed mind,422.12,Approved
902300,132429,Wrong item,436.58,Approved
902301,101729,Damaged item,494.68,Approved
902302,120566,Damaged item,268.83,Approved
902303,118971,Late delivery,369.16,Approved
902304,102141,Damaged item,67.47,Approved
902305,113423,Damaged item,364.36,Rejected
902306,105259,Quality issue,329.09,Approved
902307,104115,Quality issue,518.92,Approved
902308,104426,Quality issue,156.3,Approved
902309,132635,Quality issue,223.45,Approved
902310,123368,Late delivery,339.58,Approved
902311,119867,Quality issue,287.79,Approved
902312,125178,Damaged item,356.18,Approved
902313,124622,Damaged item,267.51,Rejected
902314,102881,Changed mind,51.58,Approved
902315,120813,Changed mind,358.61,Approved
902316,138723,Wrong item,145.6,Approved
902317,108355,Missing item,231.19,Approved
902318,134238,Quality issue,376.27,Approved
902319,122287,Quality issue,580.4,Approved
902320,105473,Quality issue,506.98,Approved
902321,136036,Missing item,481.33,Approved
902322,111480,Quality issue,320.47,Approved
902323,140192,Damaged item,128.2,Approved
902324,127439,Damaged item,349.21,Approved
902325,127145,Late delivery,217.97,Approved
902326,109389,Late delivery,93.71,Approved
902327,130244,Late delivery,522.75,Approved
902328,135166,Late delivery,264.31,Approved
902329,126834,Quality issue,69.45,Approved
902330,116782,Changed mind,140.44,Approved
902331,114071,Damaged item,557.5,Rejected
902332,127876,Late delivery,146.08,Approved
902333,100284,Damaged item,383.76,Approved
902334,129684,Damaged item,283.29,Approved
902335,130718,Wrong item,470.41,Rejected
902336,109803,Changed mind,442.2,Approved
902337,139972,Quality issue,352.07,Approved
902338,130821,Wrong item,397.48,Approved
902339,120096,Changed mind,54.27,Approved
902340,130830,Quality issue,275.15,Rejected
902341,106977,Missing item,317.58,Approved
902342,138060,Damaged item,171.01,Approved
902343,117377,Changed mind,149.46,Approved
902344,130958,Late delivery,417.58,Approved
902345,106859,Missing item,470.58,Approved
902346,128431,Damaged item,222.13,Approved
